,trackID,ar_cat,start_date,end_date,duration,ivt,hlat,hlon,tlat,tlon,ivtdir,landslideID,landslide_lat,landslide_lon
146,19341.0,3,1985-03-22 00:00:00,1985-03-25 00:00:00,72.0,340.9206054714403,39.294642857142854,136.125,24.133928571428573,129.42857142857142,62.98090642364735,,,
147,19376.0,1,1985-03-25 12:00:00,1985-03-25 18:00:00,6.0,220.05943136596187,34.5,106.5,21.0,105.0,49.882305699121225,,,
148,19382.0,1,1985-03-26 00:00:00,1985-03-26 18:00:00,18.0,193.9705957079337,39.0,74.5,24.5,54.0,72.49626795183217,,,
149,19413.0,1,1985-03-30 18:00:00,1985-03-31 00:00:00,6.0,236.62228195935373,30.0,100.5,25.5,84.0,72.0983122631872,,,
150,19415.0,1,1985-03-31 00:00:00,1985-04-01 00:00:00,24.0,180.6937820681714,33.642857142857146,63.642857142857146,20.785714285714285,52.5,38.00059452104989,,,
151,19415.0,3,1985-04-01 00:00:00,1985-04-01 18:00:00,18.0,180.6937820681714,33.642857142857146,63.642857142857146,20.785714285714285,52.5,38.00059452104989,,,
152,19477.0,1,1985-04-07 12:00:00,1985-04-07 18:00:00,6.0,334.91781759164076,33.0,70.5,21.0,42.0,80.84936128192464,,,
153,19496.0,1,1985-04-11 00:00:00,1985-04-11 12:00:00,12.0,218.87166321155254,26.166666666666668,64.33333333333333,15.666666666666666,38.833333333333336,66.60038560159055,,,
154,19496.0,3,1985-04-09 06:00:00,1985-04-09 12:00:00,6.0,218.87166321155254,26.166666666666668,64.33333333333333,15.666666666666666,38.833333333333336,66.60038560159055,,,
155,19510.0,1,1985-04-11 00:00:00,1985-04-11 18:00:00,18.0,229.27994152994592,37.25,106.25,23.25,92.75,54.62595568549617,,,
156,19510.0,3,1985-04-10 18:00:00,1985-04-11 00:00:00,6.0,229.27994152994592,37.25,106.25,23.25,92.75,54.62595568549617,,,
157,19519.0,1,1985-04-11 18:00:00,1985-04-12 00:00:00,6.0,295.8459026443343,30.0,72.0,19.5,49.5,80.20171963823685,,,
158,19552.0,1,1985-04-16 12:00:00,1985-04-17 12:00:00,24.0,204.85316100007535,46.5,87.1875,40.5,57.375,65.31884523877767,,,
159,19706.0,1,1985-05-06 18:00:00,1985-05-09 00:00:00,54.0,231.8403493548498,28.35,66.45,20.7,46.05,70.16300981154215,,,
160,19722.0,1,1985-05-08 12:00:00,1985-05-08 18:00:00,6.0,243.58023787330094,55.5,99.0,43.5,69.0,74.88091609342163,,,
161,19727.0,1,1985-05-09 06:00:00,1985-05-09 12:00:00,6.0,194.6227876384803,27.0,72.0,24.0,55.5,74.74767263897219,,,
162,21526.0,1,1985-12-05 06:00:00,1985-12-07 00:00:00,42.0,158.09420635097217,62.142857142857146,63.964285714285715,24.857142857142858,49.607142857142854,38.655763273211626,,,
163,21526.0,2,1985-12-04 06:00:00,1985-12-04 12:00:00,6.0,158.09420635097217,62.142857142857146,63.964285714285715,24.857142857142858,49.607142857142854,38.655763273211626,,,
164,21689.0,1,1985-12-27 06:00:00,1985-12-27 12:00:00,6.0,160.43644373529932,28.5,91.5,22.5,72.0,66.97519474516689,,,
165,21687.0,1,1985-12-27 18:00:00,1985-12-28 18:00:00,24.0,237.41355834508474,30.428571428571427,67.71428571428571,22.714285714285715,48.857142857142854,68.38180500815818,,,
166,21695.0,1,1985-12-28 06:00:00,1985-12-28 18:00:00,12.0,456.12615518639313,41.375,161.5,24.1875,123.9375,62.48920538516831,,,
167,21857.0,1,1986-01-20 12:00:00,1986-01-22 00:00:00,36.0,176.52956213440882,39.75,64.75,23.5,57.0,32.524951237532754,,,
168,21932.0,1,1986-02-01 18:00:00,1986-02-02 18:00:00,24.0,203.11709672390924,26.0,68.25,17.75,48.75,70.58336581920629,,,
169,22075.0,1,1986-02-19 06:00:00,1986-02-19 18:00:00,12.0,222.93667586782607,30.0,63.75,18.75,49.125,66.44275983841305,,,
